contributors_enabled,created_at,default_profile,default_profile_image,description,entities,favourites_count,follow_request_sent,followers_count,following,friends_count,geo_enabled,has_extended_profile,id,id_str,is_translation_enabled,is_translator,lang,listed_count,location,name,notifications,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_banner_url,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,protected,screen_name,statuses_count,time_zone,translator_type,url,utc_offset,verified,knownBot
False,Fri Feb 23 20:25:05 +0000 2007,False,False,"hydration, hot sauce, having a bant. she/her. 🚡",{'urls': []},41030,False,1478,False,488,False,True,791449,791449,False,False,en,133,60609,adrienne tramway,False,F7F181,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/791449/1547871095,http://pbs.twimg.com/profile_images/998401408142491650/xM0SRnJR_normal.jpg,https://pbs.twimg.com/profile_images/998401408142491650/xM0SRnJR_normal.jpg,FFCC4D,FFFFFF,A0C5C7,333333,True,False,solarpowerspork,212584,,none,https://t.co/awjmBoIabN,,False,1
False,Fri Mar 02 20:41:42 +0000 2007,False,False,"Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/ghL9OoYKMM to share news tips.","{'urls': [{'url': 'https://t.co/ghL9OoYKMM', 'expanded_url': 'http://nyti.ms/2FVHq9v', 'display_url': 'nyti.ms/2FVHq9v', 'indices': [113, 136]}]}",17605,False,42709246,False,881,True,False,807095,807095,True,False,en,198862,New York City,The New York Times,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,https://pbs.twimg.com/profile_banners/807095/1522172276,http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg,https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg,607696,FFFFFF,EFEFEF,333333,True,False,nytimes,347383,,none,http://t.co/ahvuWqicF9,,True,1
False,Mon Mar 05 22:08:25 +0000 2007,False,False,"Dad, husband, President, citizen.",{'urls': []},11,False,104320730,False,616381,False,True,813286,813286,True,False,en,229991,"Washington, DC",Barack Obama,False,77B0DC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/813286/1502508746,http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg,https://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg,2574AD,FFFFFF,C2E0F6,333333,True,False,BarackObama,15574,,regular,https://t.co/93Y27HEnnX,,True,0
False,Sat Mar 17 19:01:26 +0000 2007,False,False,"America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.",{'urls': []},0,False,18578849,False,398,True,False,1367531,1367531,True,False,en,65488,U.S.A.,Fox News,False,0E2331,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1367531/1492649996,http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg,https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg,183A52,FFFFFF,F4F4F4,000000,True,False,FoxNews,418058,,regular,http://t.co/ZYG58XZtAC,,True,1
False,Tue Mar 20 17:46:05 +0000 2007,False,False,"Top and breaking news, pictures, and videos from Reuters.",{'urls': []},781,False,20160289,False,1081,False,False,1652541,1652541,True,False,en,117098,Around the world,Reuters Top News,False,444444,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1652541/1525365834,http://pbs.twimg.com/profile_images/877554927932891136/ZBEs235N_normal.jpg,https://pbs.twimg.com/profile_images/877554927932891136/ZBEs235N_normal.jpg,006F97,000000,F5F5F5,000000,True,False,Reuters,351282,,regular,http://t.co/BmHxhkm3Mh,,True,1
False,Wed Mar 21 17:03:40 +0000 2007,False,False,Health news from the Science desk of The New York Times,{'urls': []},1159,False,1167189,False,124,False,False,1769551,1769551,False,False,en,13682,"New York, NY",NYT Health,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/1769551/1518629223,http://pbs.twimg.com/profile_images/963808360045854721/LOqp5i2R_normal.jpg,https://pbs.twimg.com/profile_images/963808360045854721/LOqp5i2R_normal.jpg,004276,323232,E7EFF8,000000,True,False,NYTHealth,48062,,none,http://t.co/0tRURWh5Jl,,False,1
False,Wed Mar 21 17:54:03 +0000 2007,False,False,"Restaurant reviews, food news, recipes and more from our reporters and editors.",{'urls': []},212,False,1399168,False,203,False,False,1775731,1775731,False,False,en,10575,"New York, NY",NYT Food,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1775731/1518624917,http://pbs.twimg.com/profile_images/963805479708184577/GtH18wgX_normal.jpg,https://pbs.twimg.com/profile_images/963805479708184577/GtH18wgX_normal.jpg,004276,333333,E7EFF8,000000,True,False,nytfood,36094,,none,http://t.co/b1wHH2isqh,,True,1
False,Mon Mar 26 22:30:49 +0000 2007,False,False,lmk if u wanna talk about harry styles,{'urls': []},18652,False,15499524,False,31855,False,False,2367911,2367911,True,False,en,31664,NYC,MTV,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,https://pbs.twimg.com/profile_banners/2367911/1547053154,http://pbs.twimg.com/profile_images/1069242871566475264/6IGCysgr_normal.jpg,https://pbs.twimg.com/profile_images/1069242871566475264/6IGCysgr_normal.jpg,009999,FFFFFF,EFEFEF,333333,True,False,MTV,274283,,regular,https://t.co/yyniasrs2z,,True,1
False,Tue Mar 27 20:46:16 +0000 2007,False,False,Download the ESPN App ⬇️,{'urls': []},178,False,33756726,False,235,True,False,2557521,2557521,True,False,en,59853,,ESPN,False,C8C8C8,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,https://pbs.twimg.com/profile_banners/2557521/1516042897,http://pbs.twimg.com/profile_images/1027403255607746560/dIyhrGOz_normal.jpg,https://pbs.twimg.com/profile_images/1027403255607746560/dIyhrGOz_normal.jpg,CC0000,FFFFFF,EFEFEF,333333,True,False,espn,99475,,regular,https://t.co/RqqkIwR5jx,,True,1
False,Wed Mar 28 07:35:42 +0000 2007,False,False,はてなブックマーク公式アカウント。最新人気エントリーを配信します。ただいまモーメント機能検証中 iOSアプリ：https://t.co/VFbfsYGwm7 Androidアプリ： https://t.co/Me8dtmQ29g,"{'urls': [{'url': 'https://t.co/VFbfsYGwm7', 'expanded_url': 'http://bit.ly/htbiost', 'display_url': 'bit.ly/htbiost', 'indices': [55, 78]}, {'url': 'https://t.co/Me8dtmQ29g', 'expanded_url': 'http://bit.ly/htbanst', 'display_url': 'bit.ly/htbanst', 'indices': [91, 114]}]}",1,False,107987,False,7,False,False,2632291,2632291,False,False,ja,10627,,はてなブックマーク::Hotentry,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/836515084222410753/esWX1KVI_normal.jpg,https://pbs.twimg.com/profile_images/836515084222410753/esWX1KVI_normal.jpg,4478C7,87BC44,E0FF92,000000,True,False,hatebu,236998,,none,http://t.co/wNxfunFW4O,,True,0
False,Wed Mar 28 12:59:08 +0000 2007,False,False,"Ahora en https://t.co/RTiURaSjuW. Antes en Revista Noticias, https://t.co/ulMeFfJszw y Clarín. Periodista enfocado en la transformación digital. En Twitter, sin bloquear desde 2007.","{'urls': [{'url': 'https://t.co/RTiURaSjuW', 'expanded_url': 'http://Infobae.com', 'display_url': 'Infobae.com', 'indices': [9, 32]}, {'url': 'https://t.co/ulMeFfJszw', 'expanded_url': 'http://Perfil.com', 'display_url': 'Perfil.com', 'indices': [61, 84]}]}",4881,False,113400,False,2698,True,False,2655791,2655791,False,False,es,1888,argentina,D.G.,False,FAEA0A,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/2655791/1364082514,http://pbs.twimg.com/profile_images/1508637675/taxi_normal.jpg,https://pbs.twimg.com/profile_images/1508637675/taxi_normal.jpg,038543,EAF043,FAEA0A,333333,True,False,dariogallo,87187,,regular,https://t.co/ffozJRMvRA,,True,1
False,Wed Mar 28 14:49:40 +0000 2007,False,False,"The premier global provider of market intelligence, advisory services, and events for the IT, telecommunications, and consumer technology markets",{'urls': []},2704,False,138303,False,207,False,False,2670321,2670321,False,False,en,3694,"Framingham, Massachusetts, USA",IDC,False,004B85,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,,http://pbs.twimg.com/profile_images/890578304155217920/cI-hFZqJ_normal.jpg,https://pbs.twimg.com/profile_images/890578304155217920/cI-hFZqJ_normal.jpg,004B85,86A4A6,6CADDF,333333,True,False,IDC,10500,,none,http://t.co/fAYHvcY6G2,,False,1
False,Wed Mar 28 23:58:03 +0000 2007,False,False,"Owner - J.T. Weedman Consulting. Husband, father, papa, #juggalo, cannabis advocate, sports nut, libertarian Democrat & @Pokegnek citizen. #coyw #vamosboca",{'urls': []},3695,False,46683,False,34514,True,True,2752601,2752601,False,False,en,144,"Dowagiac, MI",Jay Gatties,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,https://pbs.twimg.com/profile_banners/2752601/1541967254,http://pbs.twimg.com/profile_images/1084781481451495424/MiHM3Xjt_normal.jpg,https://pbs.twimg.com/profile_images/1084781481451495424/MiHM3Xjt_normal.jpg,000000,000000,000000,000000,False,False,jaygatties,52455,,none,https://t.co/s77QQh09lQ,,False,1
False,Thu Mar 29 02:15:36 +0000 2007,False,False,Latest news updates from the Australian Broadcasting Corp. This is an official @abcaustralia account.,{'urls': []},2864,False,1495994,False,1206,True,False,2768501,2768501,False,False,en,11736,Australia,ABC News,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2768501/1541643477,http://pbs.twimg.com/profile_images/1034589406005317632/Cdi3F2ro_normal.jpg,https://pbs.twimg.com/profile_images/1034589406005317632/Cdi3F2ro_normal.jpg,0000FF,CCCCCC,C8C8C8,000000,True,False,abcnews,286380,,none,http://t.co/knlFvfwxkf,,True,1
False,Thu Mar 29 13:15:41 +0000 2007,False,False,"The place for in-depth analysis, political commentary and informed perspectives.",{'urls': []},655,False,2305384,False,589,False,False,2836421,2836421,False,False,en,22112,,MSNBC,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2836421/1545246734,http://pbs.twimg.com/profile_images/988382060443250689/DijesdNB_normal.jpg,https://pbs.twimg.com/profile_images/988382060443250689/DijesdNB_normal.jpg,0CB1C7,FFFFFF,EEEEEE,000000,True,False,MSNBC,153981,,regular,https://t.co/5TAF6ijWwt,,True,1
False,Thu Mar 29 19:42:27 +0000 2007,False,False,Entertainment news from https://t.co/G81dlZzugA—watch weeknights at 7p for the latest!,"{'urls': [{'url': 'https://t.co/G81dlZzugA', 'expanded_url': 'http://eonline.com', 'display_url': 'eonline.com', 'indices': [24, 47]}]}",30093,False,11523961,False,118148,True,False,2883841,2883841,True,False,en,35778,"Hollywood, CA",E! News,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2883841/1542010640,http://pbs.twimg.com/profile_images/724754009869848576/otTK78HH_normal.jpg,https://pbs.twimg.com/profile_images/724754009869848576/otTK78HH_normal.jpg,00B0F0,000000,F0F0F0,0D0D0D,True,False,enews,228805,,none,https://t.co/J6mkqdLswn,,True,1
False,Sun Apr 01 06:22:13 +0000 2007,False,False,Breaking news and features from the WSJ.,{'urls': []},1242,False,16334620,False,1124,True,False,3108351,3108351,True,False,en,111578,"New York, NY",The Wall Street Journal,False,EDF2F5,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,https://pbs.twimg.com/profile_banners/3108351/1533138007,http://pbs.twimg.com/profile_images/971415515754266624/zCX0q9d5_normal.jpg,https://pbs.twimg.com/profile_images/971415515754266624/zCX0q9d5_normal.jpg,1164B8,FFFFFF,EFEFEF,333333,False,False,WSJ,265680,,regular,https://t.co/GhhR6PLfem,,True,1
False,Tue Apr 10 06:23:28 +0000 2007,False,False,海外ゲームと映画が好きな鳥系男子です🦜。FF14とDestiny2で光の戦士。Web系のお仕事をしています。カメラはα7IIIとArt50mmとかいろいろ。鳥が好きすぎてバードライフアドバイザー2級を取得。オスッテ絵は@hdkUC様より頂きました。,{'urls': []},42260,False,853,False,1222,True,True,3990931,3990931,False,False,en,103,Yokohama / FFXIV (Gaia:Ridill - Multi Wagtail),MULTi,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3990931/1443882832,http://pbs.twimg.com/profile_images/491607237442293760/v-H2YGKq_normal.png,https://pbs.twimg.com/profile_images/491607237442293760/v-H2YGKq_normal.png,1B95E0,FFFFFF,F5F5FA,171717,True,False,MULTi,210795,,regular,https://t.co/ZMJIOTEsq7,,False,1
False,Wed Apr 11 14:19:09 +0000 2007,False,False,Discuss #cars #basketball | Dad | work @carjojocorp | @Packers fan/owner | High school #basketball #coach | Love great #coffee,{'urls': []},19,False,925,False,543,True,False,4185111,4185111,False,False,en,306,San Francisco Bay Area,Bill Flitter,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/4185111/1402856667,http://pbs.twimg.com/profile_images/478651824916795392/NRzmXPtk_normal.png,https://pbs.twimg.com/profile_images/478651824916795392/NRzmXPtk_normal.png,271613,87BC44,E0FF92,000000,True,False,bflitter,8757,,none,https://t.co/ixgHT9C4oL,,False,1
False,Fri Apr 13 19:31:21 +0000 2007,False,False,Canadian home of #Corporate & #DrunkHistory Tuesdays / #BroadCity returns Thursday / Stream “@MikeOnMuch in Conversation With...” now: https://t.co/UDsZPWFGcN,"{'urls': [{'url': 'https://t.co/UDsZPWFGcN', 'expanded_url': 'https://bit.ly/2EDrDL5', 'display_url': 'bit.ly/2EDrDL5', 'indices': [135, 158]}]}",11201,False,979562,False,7999,True,True,4532891,4532891,False,False,en,3264,Canada,MUCH,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,https://pbs.twimg.com/profile_banners/4532891/1546875546,http://pbs.twimg.com/profile_images/749963316483751940/AYrLzHBS_normal.jpg,https://pbs.twimg.com/profile_images/749963316483751940/AYrLzHBS_normal.jpg,2FC2EF,FFFFFF,252429,666666,False,False,Much,61721,,none,https://t.co/IbfC2L3Osw,,True,0
False,Tue Apr 24 10:35:28 +0000 2007,False,False,ゲームとか漫画とかアニメDVDに埋もれる日々,{'urls': []},247417,False,1063,False,1177,False,False,5460412,5460412,False,False,ja,101,MacBookPro13&#39; in Japan,秋風,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/924010109/20050826-12_normal.jpg,https://pbs.twimg.com/profile_images/924010109/20050826-12_normal.jpg,0000FF,87BC44,E0FF92,000000,True,False,akipoo,406092,,none,https://t.co/HQJxfC3eLp,,False,1
False,Sat Apr 28 20:13:33 +0000 2007,False,False,,{'urls': []},4,False,901,False,1394,True,False,5611312,5611312,False,False,ja,6,,Katuhisa Uramoto,False,C6E2EE,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/809839364746330112/F3LLU3RW_normal.jpg,https://pbs.twimg.com/profile_images/809839364746330112/F3LLU3RW_normal.jpg,40B2DB,C6E2EE,DAECF4,663B12,True,False,uramoty,11498,,none,http://t.co/zojybcCvNw,,False,1
False,Mon Apr 30 11:00:09 +0000 2007,False,False,国内No.1の情報量を誇る音楽ニュースサイト。コミックナタリー（@comic_natalie）、お笑いナタリー（@owarai_natalie）、映画ナタリー（@eiga_natalie）、ステージナタリー（@stage_natalie）、ナタリーストア（@natalie_store）もあわせてどうぞ。,{'urls': []},0,False,1257821,False,7,False,False,5649672,5649672,True,False,ja,22155,東京,音楽ナタリー,False,E4E0D9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/5649672/1418031562,http://pbs.twimg.com/profile_images/541889848726921216/idvp5jki_normal.png,https://pbs.twimg.com/profile_images/541889848726921216/idvp5jki_normal.png,F980BC,E4E0D9,FFFFFF,000000,True,False,natalie_mu,152481,,none,http://t.co/5Y8DX61xfe,,True,1
False,Fri May 04 10:32:22 +0000 2007,False,False,Grumpy lady of tech,{'urls': []},43608,False,1280304,False,1676,True,False,5763262,5763262,False,False,en,14982,San Francisco,Kara Swisher,False,F4FCFC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/5763262/1411788872,http://pbs.twimg.com/profile_images/517197689746755584/795gibU7_normal.jpeg,https://pbs.twimg.com/profile_images/517197689746755584/795gibU7_normal.jpeg,01010A,FFFFFF,E0FF92,000000,True,False,karaswisher,113418,,none,https://t.co/trFjw6yxoC,,True,0
False,Thu May 10 21:06:49 +0000 2007,False,False,"Full-time toy cartoonist tweeting laughs to 100,000+ people worldwide through #PopFig. Fresh funny weekdays. Join the fun!",{'urls': []},13196,False,76317,False,68150,False,False,5940642,5940642,False,False,en,883,"Austin, TX",JD Hancock,False,006699,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/5940642/1473087155,http://pbs.twimg.com/profile_images/876473684013142017/3_wuokAJ_normal.jpg,https://pbs.twimg.com/profile_images/876473684013142017/3_wuokAJ_normal.jpg,006699,FFFFFF,EEEEEE,000000,True,False,JDHancock,113936,,regular,https://t.co/91zMhuLwGb,,False,0
